CF

コード,年度,営業CF,投資CF,財務CF,設備投資,現金同等物,営業CFマージン
3079,2025/03,725543000,-631931000,-524088000,-331126000,7058521000,1.44
3080,2025/02,589000000,-454000000,-266000000,-395275000,3796018000,2.08
3082,2024/06,936013000,-711027000,295533000,-671000000,2983497000,6.81
3083,2024/02,-149953000,60158000,-38273000,-1027000,349785000,-2.71
3086,2025/02,85812000000,-28308000000,-74001000000,-14412000000,54975000000,19.42
3087,2025/02,12351000000,-6231000000,-2933000000,-5909000000,38990000000,8.3
3088,2025/03,81472000000,-20792000000,-66662000000,-14458000000,111750000000,7.67
3089,2024/11,-336029000,-20469000,147534000,-72600000,449332000,-8.46
3091,2024/12,2668163000,-1391123000,-564592000,-1050000000,7336036000,10.02
3092,2024/03,42589000000,-9879000000,-37138000000,-9364000000,69748000000,21.62
3093,2025/02,2819000000,-1884000000,-539000000,-1395000000,3004000000,6.68
3094,2025/02,-69000000,-608000000,-580000000,-1046487000,1422975000,-0.1
3096,2025/03,1901095000,-810797000,-1207077000,-609893000,4651161000,2.09
3097,2024/06,10626000000,-9240000000,3519000000,-10081000000,11803000000,9.92
3099,2025/03,89564000000,-25955000000,-94909000000,-27161000000,41834000000,16.12
3101,2025/03,30118000000,-46386000000,10490000000,-,27427000000,7.14
3103,2025/03,6293000000,-3146000000,-435000000,-3887000000,13120000000,4.98
3104,2025/03,8656000000,-6543000000,-2360000000,-,8048000000,20.17
3105,2024/12,28371000000,-20861000000,-8750000000,-27908000000,50411000000,5.73
3106,2025/03,11048000000,-2989000000,-9038000000,-,15158000000,7.33
3107,2025/03,5909000000,-2588000000,-17402000000,-3398000000,55221000000,0.52
3109,2025/03,2107000000,-2765000000,1073000000,-2942000000,5816000000,5.39
3110,2025/03,19121000000,-11418000000,-3277000000,-,28387000000,17.54
3111,2025/03,-517000000,3393000000,-2680000000,-934000000,937000000,-15.17
3113,2025/03,-207425000,82046000,3383000,-7511000,854546000,-7.2
3116,2025/03,121834000000,-60955000000,-54377000000,-72670000000,249721000000,6.23
3121,2024/10,3137436000,-4968354000,2125876000,-5396000000,1166740000,70.56
3123,2025/03,2371169000,-627306000,-1482870000,-415909000,3682627000,23.03
3131,2025/03,3068077000,-39264000,-2462253000,-14083000,6576835000,7.01
3132,2025/03,24232000000,-9573000000,-4229000000,-3605000000,48452000000,2.34
3133,2025/03,-293000000,-395000000,321000000,-323288000,209092000,-10.5
3134,2024/04,885867000,-876800000,379928000,-476682000,4021675000,5.03
3135,2024/06,-424117000,-230225000,495628000,-67017000,1486785000,-2.23
3136,2025/03,98034000,-124080000,-580000,-98234000,469267000,2.06
3137,2025/03,249143000,-1437000,-270360000,-1395000,758883000,10.11
3138,2024/12,276561000,-155201000,-33562000,-364978000,3200978000,4.92
3139,2024/11,636000000,-596000000,1101000000,-821000000,8520000000,0.37
3140,2024/06,1001000000,-390000000,-1030000000,-104000000,2680000000,7.74
3141,2025/02,47845000000,-22736000000,-20774000000,-12492000000,34404000000,3.72
3143,2025/03,-829431000,1020427000,825694000,-47601000,2858922000,-2.12
3148,2024/05,21034000000,-20207000000,-140000000,-21143000000,37812000000,4.98
3150,2025/03,4648310000,3003000,-1274447000,-323033000,13850883000,13.94
3151,2025/03,-8024000000,3516000000,-6543000000,-4337000000,20074000000,-1.34
3153,2025/03,3484000000,10000000,-763000000,-1256000000,14874000000,5.27
3154,2024/06,1921509000,-2674476000,4006276000,-2473757000,13544776000,0.74
3156,2025/03,20509000000,59000000,-16421000000,-2304000000,44283000000,3.66
3157,2025/03,2304000000,-2185000000,1922000000,-206000000,17080000000,1.31
3159,2025/01,3008000000,1745000000,-2424000000,-1834000000,28311000000,1.82
3160,2024/05,1711550000,-3633670000,1877528000,-3088000000,585287000,2.43
3161,2024/04,-7023000,22097000,-240001000,-89623000,2590066000,-0.09
3166,2025/03,1878000000,-1224000000,-278000000,-939000000,14936000000,1.6
3167,2025/03,25769000000,-15385000000,-10534000000,-,5463000000,10.58
3168,2024/08,827997000,-206105000,-172287000,-350000000,1533681000,1.01
3169,2025/01,357928000,-254034000,-117515000,-239018000,1103656000,2.83
3172,2024/07,329000000,-139000000,133000000,-70000000,2932000000,2.53
3173,2025/03,-96000000,-2207000000,3637000000,-104000000,4696000000,-0.32
3174,2024/08,756677000,-41832000,-1670858000,-192872000,981220000,7.02
3175,2025/03,541222000,-818118000,-442568000,-742704000,917313000,2.57
3176,2024/09,5447573000,-2035994000,-2794902000,-783493000,7367997000,4.21
3177,2025/02,858000000,-620000000,124000000,-304960000,1434160000,8.09
3178,2025/03,769381000,-688348000,-1305291000,-,6628234000,2.93
3179,2025/03,1207937000,-847885000,52534000,-796230000,1733890000,2.29
3180,2024/04,581000000,-592000000,134000000,-317739000,3506468000,1.95
3181,2025/02,107000000,-758000000,318000000,-263909000,932359000,1.37
3182,2025/03,3496000000,-12451000000,-1551000000,-3404000000,18955000000,1.37
3183,2025/03,2058002000,-2173117000,-1826025000,-463065000,11209529000,2.53
3184,2025/03,5658000000,-3339000000,-1997000000,-3448231000,1081770000,14.82
3185,2025/03,-357997000,-88595000,297924000,-17977000,362924000,-7.96
3186,2024/11,3024000000,-18454000000,21367000000,-10210000000,35567000000,0.55
3187,2024/09,536765000,-419876000,-400991000,-147478000,2042844000,3.33
3189,2024/08,-747815000,-28670000,523083000,-42000000,170772000,-27.6
3190,2025/03,947091000,-827199000,171541000,-801331000,1072809000,4.32
3191,2024/06,12672000000,-9059000000,-11178000000,-8812000000,27419000000,9.99
3192,2025/02,326000000,-36000000,71000000,-36766000,554426000,5.2
3193,2024/07,4441729000,-1990588000,-2721861000,-1700358000,8445903000,10.6
3195,2024/10,261265000,78483000,10325000,-78304000,1206743000,1.61
3196,2024/12,3953274000,-3761360000,645816000,-3461848000,3577939000,8.57
3197,2024/12,67923000000,-39228000000,-36429000000,-17046000000,19170000000,16.93
3198,2025/02,2052000000,-485000000,-808000000,-343362000,5275368000,6.75
3199,2025/03,-2877000000,-1828000000,4860000000,-,3840000000,-2.15
319A,2024/12,1893000000,-169000000,-605000000,-589000000,5565000000,17.13
3201,2024/11,10158000000,-7856000000,-4213000000,-5777000000,33419000000,8.8
3202,2025/03,480945000,-137479000,-481558000,-,949478000,11.71
3204,2024/12,571000000,-157000000,-229000000,-385000000,1931000000,3.1
3205,2025/03,500000000,2797000000,-905000000,-838000000,7878000000,1.75
3211,2023/10,50071000,-10577000,-48021000,-30154000,41167000,8.92
3221,2025/03,874000000,-1733000000,-296000000,-,6571424000,3.82
3222,2025/02,14485000000,-16256000000,6943000000,-26489000000,35736000000,1.79
3223,2025/02,121000000,-10000000,-115000000,-,317237000,3.31
3224,2025/03,128591000,-237292000,473452000,-,1220485000,3.28
3228,2023/08,2212000000,-8062000000,-10992000000,-1004954000,19079801000,1.53
3231,2025/03,-133793000000,-203364000000,318459000000,-,35894000000,-17.66
3232,2025/03,9104915000,-11261531000,-2693436000,-,3306223000,8.77
3236,2024/05,-1882000000,75000000,-480000000,-7000000,2946000000,-8.08
3237,2025/03,-391619000,-238399000,276309000,-4012000,535806000,-47.47
3238,2025/03,-7610171000,-969218000,8142497000,-1039201000,978251000,-24.64
323A,2025/02,59000000,0,96000000,-208000,425913000,6.22
3241,2024/12,-435000000,-158000000,91000000,-166000000,2316000000,-3.29
3242,2024/06,2978403000,-81878000,-3517927000,-15000000,8509615000,10.65
3244,2023/11,42067000000,-29237000000,-11978000000,-8152000000,44133000000,21.18
3245,2024/09,-5932000000,141000000,2581000000,-59000000,18710000000,-12.65
3246,2025/01,-1136820000,-842871000,1718977000,-,4239252000,-14.86
3248,2024/10,2087356000,-1351185000,118265000,-1346418000,1775308000,44.17
324A,2024/04,496981000,-463633000,-123929000,-456186000,257782000,46.92
3252,2024/12,-4329000000,-2069000000,6875000000,-405000000,23492000000,-7.59
3254,2024/09,-19914000000,-6402000000,17482000000,-,98097000000,-11.02
3258,2023/03,3694000000,33082000000,-42971000000,-1014000000,5546000000,20.59
325A,2025/01,2607000000,-369000000,526000000,-282688000,4158898000,20.31
3260,2025/02,-336076000,-99649000,132300000,-92619000,326527000,-109.83
3261,2024/12,176663000,-17392000,279082000,-10999000,1608667000,4.18
3264,2024/09,-394000000,473000000,5026000000,-29000000,11843000000,-1.07
3266,2024/11,180000000,246000000,-126000000,-4000000,1837000000,3.18
3267,2024/11,2076091000,354228000,242563000,-17683000,4822267000,28.89
3271,2024/06,-11866850000,-385774000,11990879000,-29088000,4438379000,-43.89
3275,2024/03,754733000,907543000,-1253916000,-39000000,5228911000,5.58
3276,2024/12,2950532000,-428365000,-1866109000,-282269000,7505724000,5
3277,2024/12,1143301000,-714715000,1222962000,-1038155000,4365863000,4.46
3280,2025/02,3501000000,-521000000,-409000000,-514000000,10261000000,18.22
3284,2025/03,-14122000000,274000000,12534000000,-,27739000000,-15.32
3286,2024/06,1698334000,-137881000,-1627783000,-349552000,2739244000,12.4
3288,2024/09,104764000000,-22584000000,-69253000000,-5358000000,390924000000,8.08
3289,2025/03,47426000000,-139980000000,1468000000,-,157468000000,4.12
3291,2024/03,-16449000000,-17788000000,27355000000,-25947000000,433097000000,-1.14
3293,2025/03,2714317000,-1440747000,-1295107000,-1521884000,3434724000,20.44
3294,2025/03,-1600000000,-1616000000,3543000000,-1509067000,6473298000,-5.25
3297,2024/05,-388814000,-101459000,510162000,-102412000,767498000,-5.35
3299,2024/12,2600000000,-312000000,-825000000,-177000000,20500000000,4.18
3300,2024/06,-977432000,-3399931000,3993078000,-2805358000,5188341000,-2.32
3302,2024/12,1951637000,-11540000,-1242032000,-693000000,12743587000,6.2
3306,2025/03,211000000,-520000000,630000000,-513820000,1425068000,4.77
330A,2025/03,434000000,0,2000000,-1583000,901710000,30.26
3315,2025/03,-3178000000,-16685000000,18813000000,-,5105000000,-3.21
3316,2023/03,240488000,-38883000,-94139000,-107710000,3248127000,2.97
3317,2025/03,681342000,-806787000,-43381000,-690123000,1195985000,8.24
3319,2024/12,1956101000,-3071428000,502675000,-2989000000,2183135000,3.43
331A,2025/03,499000000,414000000,76000000,-17222000,3771068000,11.99
3320,2025/01,-486000000,232000000,-1109000000,-164000000,4307000000,-0.78
3321,2024/05,951276000,-272263000,-1637555000,-163000000,3093066000,2.45
3322,2024/03,492215000,-174707000,-287097000,-330465000,2598424000,3.54
3323,2024/09,841613000,-1348197000,816508000,-,2975680000,7.2
3326,2025/03,249989000,-402483000,-135980000,-281286000,862662000,4.62
3328,2024/09,3758000000,3550000000,-275000000,-255000000,18242000000,14.78
3329,2024/04,1320582000,-401367000,-723294000,-345231000,1817113000,10.66
332A,2025/03,897000000,-317000000,1191000000,-317846000,4032062000,15.02
3333,2025/02,4293272000,-2998066000,-1358195000,-2702525000,9438076000,5.26
3341,2025/03,8824000000,-9921000000,2526000000,-9218000000,27463000000,2.45
3346,2025/03,-419188000,-22705000,711786000,-16009000,369526000,-17.91
3347,2025/03,14118105000,-5421961000,-8464590000,-5386548000,1621294000,28.09
3349,2024/05,55175000000,-57329000000,8527000000,-55810000000,52301000000,5.72
334A,2024/12,112420000,-41541000,-13000000,-39598000,695956000,9.31
3350,2024/12,623589000,-23452988000,22570445000,-16000000,294222000,58.7
3352,2025/03,595000000,-657000000,393000000,-619183000,3278804000,4.88
3353,2025/02,1198417000,-1134731000,-1027981000,-1035506000,6639453000,2.48
3355,2024/12,6874363000,-1562054000,-3946259000,-1559000000,9387960000,8.83
3358,2025/03,93907000,-30879000,114450000,-38274000,388812000,6.43
3359,2024/09,280469000,7015000,-387213000,-161961000,1686478000,3.13
335A,2024/09,137801000,-37912000,-37037000,-36322000,421763000,19.42
3360,2025/03,20384000000,-4025000000,-24622000000,-4182000000,74857000000,3.01
3361,2024/04,2520307000,-1224198000,-1118615000,-1054000000,5711883000,9.3
336A,2025/03,-2269000000,-2472000000,2829000000,-2459000000,8383000000,-30.4
3370,2025/03,224922000,-236249000,-141107000,-243983000,362424000,4.6
3371,2025/03,4995961000,-2081430000,-1465392000,-1727526000,14958475000,16.14
3372,2025/03,604039000,332071000,-1557491000,-119507000,1403968000,11.47
3374,2025/03,-277907000,-361818000,-1465964000,-,7756982000,-0.79
3375,2025/03,728000000,-67000000,-174000000,-7822000,1246734000,7.85
3377,2024/11,1769882000,-279412000,-1578772000,-502781000,2071250000,5.21
3382,2025/02,876458000000,-732363000000,-392648000000,-539017000000,1349820000000,7.32
3384,2024/02,290677000,7391000,286445000,-12160000,1682350000,5.37
3386,2024/12,241000000,-217000000,-479000000,-247000000,2393000000,2.4
3387,2025/02,25991000000,-9199000000,-16657000000,-3410000000,21474000000,16.62
3388,2025/03,1609000000,-475000000,-892000000,-322746000,7905850000,2.05
338A,2024/12,242825000,-21112000,-22664000,-21121000,507266000,37.42
3391,2025/02,64643000000,-19713000000,-10872000000,-20110000000,92605000000,7.64
3392,2025/03,3797811000,-812906000,-3417366000,-904085000,3533832000,6.46
3393,2025/03,1718164000,-429344000,-2087678000,-,6565756000,7.74
3395,2025/03,5751861000,-22748856000,14581356000,-2533684000,14247481000,8.11
3396,2025/02,691000000,-1903000000,-112000000,-778000000,6407000000,2.35
3397,2025/03,37670000000,-12792000000,-13219000000,-13827000000,82271000000,14.04
3399,2025/01,2967000000,-1316000000,-497000000,-1293527000,3787605000,8.58
339A,2025/02,950000000,-266000000,-571000000,-262000000,905000000,16.82
3401,2025/03,69843000000,52517000000,-134459000000,-57397000000,107538000000,6.95
3402,2025/03,255033000000,-63198000000,-188520000000,-,237295000000,9.95
3405,2024/12,138294000000,-76008000000,-82504000000,-84276000000,121692000000,16.72
3407,2025/03,301489000000,-381150000000,144567000000,-217939000000,390035000000,9.93
3409,2025/03,-7681000,-35432000,340819000,-35404000,512931000,-0.47
340A,2024/05,456513000,-1171000,-19618000,-1181000,685128000,41.27
3415,2025/01,1744000000,-758000000,-1502000000,-418426000,3669294000,8.63
3416,2024/12,586009000,17473000,-268764000,-23007000,1845154000,20.33
3417,2025/03,-9184000000,-3132000000,6888000000,-2979000000,2880000000,-2.63
3418,2024/07,424674000,-784089000,632812000,-1177421000,1809182000,3.16
3419,2024/10,44016000,-32903000,68752000,-16688000,338806000,1.75
341A,2025/03,179504000,-521708000,1534505000,-402144000,1987152000,8.86
3420,2025/03,-85457000,-429002000,-446250000,-193835000,4399150000,-0.33
3421,2024/07,3714087000,-2263107000,-1402561000,-2801000000,16103103000,8.76
3422,2025/03,1257000000,-6457000000,5386000000,-8603000000,6565000000,2.67
3423,2025/03,1705490000,-897866000,-1039676000,-825095000,4881035000,6.59
3426,2024/06,540473000,-289782000,-139746000,-307000000,5114608000,5.32
3431,2025/03,-2652000000,-2458000000,2498000000,-2640000000,16502000000,-3.55
3433,2025/03,9077000000,-6194000000,-5124000000,-5578000000,17591000000,16.74
3434,2025/03,5892000000,-3915000000,-1903000000,-3868000000,10138000000,8.02
3435,2025/03,1474444000,-1440448000,642504000,-1003319000,3940265000,6.94
3436,2024/12,69627000000,-247876000000,112294000000,-214927000000,95671000000,17.56
3437,2025/03,-107979000,-429804000,250012000,-348631000,1703684000,-1.02
3439,2024/06,1324521000,-511666000,-989914000,-224000000,3896113000,10.07
343A,2025/03,409000000,-64000000,-88000000,-,1174790000,15.18
3440,2024/08,-186000000,-455000000,-202000000,-639000000,5524306000,-1.05
3441,2024/07,1054837000,-283153000,-495806000,-186000000,2551731000,11.98
3442,2025/03,705840000,-64600000,-333465000,-112402000,1169468000,9.94
3443,2025/03,9839000000,-2981000000,-8659000000,-3216000000,14279000000,7.4
3444,2024/04,-493499000,181170000,210937000,-252113000,1478384000,-9.47
3445,2024/12,13143621000,-6630998000,1964128000,-8786642000,83759781000,22.2
3446,2024/06,62651000,-160706000,-75526000,-140474000,610230000,3.12
3447,2025/03,848923000,-4318582000,4536470000,-1631255000,2908656000,4.85
3449,2024/12,2845638000,-3365524000,1435194000,-3189224000,5105300000,12.91
3452,2024/12,6149000000,18000000,-4274000000,-401000000,12245000000,19.88
3454,2024/11,3500624000,-4243601000,-1192933000,-4800000000,4792802000,20.76
3457,2024/06,7440000000,-1309000000,-6366000000,-851000000,9182000000,11.01
3458,2024/07,-977000000,-2696000000,-301000000,-441000000,24306000000,-1.46
3461,2024/09,93922000,10634000,-319734000,-10979000,2444405000,3.34
3464,2023/03,-9307351000,-285833000,8504176000,-21820000,6809005000,-24.98
3465,2025/03,-626000000,-7539000000,22214000000,-450000000,67204000000,-0.18
3467,2025/03,-4555549000,37902000,5441216000,-12091000,7171310000,-14.82
3469,2024/06,-825265000,-1235376000,1083592000,-1266045000,1015845000,-15.95
3474,2024/12,248337000,-160979000,-180927000,-206363000,1453155000,3.91
3475,2024/10,25861747000,-701073000,-21560328000,-17504000,11641964000,43.28
3477,2025/03,-736508000,840371000,672481000,-7051000,3122556000,-4.99
3479,2025/02,5095000000,-21300000000,-1336000000,-16150000000,14528000000,8.61
3480,2024/10,8173314000,-5252415000,2680040000,-9288090000,17249876000,11.76
3482,2024/12,-18656000000,-475000000,19858000000,-51000000,12653000000,-54.2
3484,2025/03,1019594000,177222000,-244075000,-13981000,4283926000,6.12
3486,2024/12,731361000,1559088000,423166000,-98627000,11285524000,1.13
3489,2025/03,4407000000,-471000000,-397000000,-470264000,8838769000,14.73
3490,2025/02,-2014514000,-68814000,2487343000,-1528000,3376593000,-16.21
3491,2024/10,3635000000,-4793000000,2965000000,-1921000000,19325000000,1.91
3494,2024/09,1742545000,-1264192000,-468775000,-1270539000,1480406000,60.58
3495,2024/09,-712222000,7299000,1083061000,-408735000,1375503000,-7.1
3496,2024/09,1337975000,-253871000,-106260000,-245592000,3071529000,12.69
3497,2024/07,-477088000,220394000,1045142000,-10000000,2301438000,-3.22
3498,2024/08,-8446606000,-4809102000,18413896000,-2722932000,11056990000,-12.86
3501,2024/05,7450000000,-2323000000,-4204000000,-3875000000,8153000000,7.2
3504,2025/03,3190239000,-6201448000,335074000,-229168000,17875076000,26.84
3512,2025/03,1063904000,-753614000,-623283000,-876510000,3107617000,10.97
3513,2025/03,1401000000,-1119000000,-622000000,-1074000000,6367000000,10.05
3521,2025/03,562000000,-95000000,-194000000,-93887000,1501203000,28.38
3524,2024/04,139712000,-906198000,995137000,-990000000,1034831000,0.67
3526,2025/03,4286000000,-1178000000,-2254000000,-1690000000,6287000000,5.9
3529,2025/03,415000000,719000000,53000000,-3060000000,5354000000,1.9
352A,2025/03,1128000000,-1724000000,1107000000,-1428663000,1520434000,13.28
3536,2024/08,749533000,-348903000,143030000,-390000000,1341582000,6.4
3537,2025/03,-171649000,-21013000,-129273000,-7766000,1587125000,-0.69
3538,2024/06,2505529000,-3857981000,4566015000,-432223000,7503908000,5.25
3539,2024/07,9660000000,-5342000000,-2239000000,-4343000000,17897000000,5.61
3540,2024/12,6153000000,-4105000000,376000000,-1230000000,4124000000,9.12
3541,2024/08,23736000,-286879000,-31892000,-28723000,779433000,0.33
3542,2025/03,715000000,-466000000,-165000000,-313821000,1922697000,4.49
3543,2025/02,11235000000,642000000,-9505000000,-1187000000,10390000000,23.88
3544,2024/05,3542000000,-1921000000,-1261000000,-2612000000,2675000000,3.71
3546,2025/02,7172000000,-4409000000,-2419000000,-4315000000,3889000000,4.68
3547,2024/11,714503000,-1049720000,69966000,-1221241000,1875092000,4.24
3548,2025/02,2201000000,-1798000000,-1436000000,-1658000000,11305000000,3.78
3549,2024/05,26864000000,-21104000000,344000000,-22679000000,48974000000,6.15
3550,2025/02,356000000,-13000000,-430000000,-11492000,1832953000,9.63
3551,2025/03,1264549000,-1139397000,-534050000,-1147747000,4208513000,2.87
3553,2025/03,1328000000,-4487000000,-1295000000,-3918000000,9244000000,2.35
3556,2024/09,654223000,-1331233000,-876948000,-320837000,649708000,5.6
3557,2025/02,122000000,-237000000,46000000,-237876000,1480160000,1.88
3558,2025/02,2938000000,1304000000,-3069000000,-237446000,2993436000,15.28
3559,2025/03,144000000,-46000000,-37000000,-18942000,1137609000,6.61
3560,2024/08,401591000,-467331000,-106447000,-391133000,1194594000,5.33
3561,2025/03,3083450000,-1588503000,-828964000,-1287019000,6497938000,9.02
3562,2025/02,1446000000,-577000000,-434000000,-273304000,2890288000,10.18
3563,2024/09,56326000000,-24066000000,-34322000000,-22368000000,48695000000,15.6
3565,2025/01,3635000000,-116000000,255000000,-43263000,6007969000,24.92
3566,2024/12,728888000,-14534000,368384000,-13331000,2358581000,8.68
3569,2025/03,20538000000,-11810000000,-7802000000,-5781000000,40317000000,12.86
3571,2025/03,477903000,-1271579000,-793313000,-1804550000,1893251000,4.76
3577,2025/03,808806000,-41558000,-487472000,-178192000,3068336000,5.64
3580,2025/03,4793000000,-5693000000,-1347000000,-,9430000000,12.13
3583,2025/03,637000000,-159000000,-561000000,-182013000,2750379000,10.56
3591,2025/03,4938000000,9382000000,-22925000000,-,23419000000,2.84
3593,2025/03,11555000000,-3917000000,-5455000000,-5307000000,21334000000,29.52
3597,2024/06,3817643000,-65116000,-1442344000,-23000000,11012240000,22.64
3598,2025/03,-169935000,770702000,-140000000,-54265000,1404191000,-1.58
3600,2025/03,144943000,-291709000,-91324000,-94302000,1777999000,2.57
3604,2025/03,297000000,7000000,-375000000,-215340000,1105513000,0.9
3607,2024/08,526097000,-979558000,36132000,-473000000,1685548000,3.98
3608,2024/02,-525000000,3496000000,-7252000000,-3978000000,26766000000,-0.34
3611,2025/03,2724000000,-2034000000,705000000,-2119000000,19386000000,3.86
3612,2025/02,31992000000,-10262000000,-20755000000,-2495000000,21748000000,14.18
3622,2025/03,74000000,-4000000,-41000000,-4725000,2188318000,2.19
3623,2024/12,4356214000,-48313000,-80695000,-48813000,23653699000,103.27
3624,2024/09,-288001000,-108306000,1200000,-51293000,510929000,-18.18
3625,2024/06,-6857000,48884000,-46657000,-15159000,2338579000,-0.14
3626,2025/03,63748000000,-17741000000,-27791000000,-25412000000,121288000000,11.15
3627,2025/02,1369618000,-1184157000,79697000,-589101000,2957158000,12.27
3628,2025/03,-1876000000,-673000000,2349000000,-591676000,1224340000,-48.69
3632,2024/06,3502000000,-23000000,-999000000,-140000000,77288000000,5.71
3633,2024/12,1210289000,-292178000,-361392000,-351958000,4917059000,11.08
3634,2025/03,-151000000,-54000000,-7000000,-10107000,464965000,-14.53
3635,2025/03,34369000000,40973000000,-63175000000,-1604000000,22552000000,41.33
3636,2024/09,13535000000,-2906000000,-4938000000,-3500000000,30627000000,11.73
3639,2024/06,-41272000,-79979000,-34001000,-28337000,1294356000,-1.19
3640,2025/03,2965975000,-930286000,-1286002000,-702980000,1803172000,15.83
3641,2025/03,-573000000,-2000000,-1213000000,-3000000,8408000000,-3.63
3645,2024/05,119587000,-285405000,144109000,-32800000,1507711000,2.28
3646,2025/03,152797000,-48107000,-218982000,-107482000,1210285000,4.37
3647,2024/08,-67851000,33830000,142069000,-420000,330853000,-26.18
3648,2025/03,742036000,-608448000,-1033561000,-538496000,5435923000,2.98
3649,2024/12,1898767000,-2434993000,-412543000,-302661000,1614390000,32.51
3652,2025/03,93000000,-167000000,-,-167107000,2529833000,3.02
3653,2024/10,207178000,-140719000,131834000,-141453000,2935878000,6.28
3655,2024/06,1538326000,-317660000,-372026000,-103620000,3355195000,14.57
3656,2024/12,-138223000,-1045551000,555110000,-1931930000,1605179000,-1.66
3657,2025/01,919000000,-3178000000,1252000000,-1226160000,7012693000,1.76
3659,2024/12,100968000000,7445000000,-64777000000,-3639000000,331931000000,22.63
365A,2025/02,643784000,-4132000,-884304000,-4132000,1676593000,6.55
3660,2024/06,3336000000,-4569000000,160000000,-1818000000,5787000000,5.95
3661,2025/03,5482000000,-1151000000,-783000000,-482000000,12327000000,21.26
3662,2024/07,808000000,-992000000,2220000000,-59000000,8050000000,3.38
3663,2024/12,3732848000,-1645953000,-2300616000,-650953000,5348060000,45.5
3664,2024/12,-192547000,-49562000,102394000,-35498000,342224000,-6.27
3665,2025/01,-201000000,-939000000,-298000000,-43345000,9087543000,-3.39
3666,2024/03,795412000,455117000,-297013000,-7448000,4150867000,6.29
3667,2024/12,-966899000,-124754000,1146748000,-1566000,762807000,-29.15
3668,2024/09,237000000,-8087000000,-896000000,-156000000,49454000000,0.91
3670,2025/03,220000000,-30000000,-79000000,-38746000,1285099000,4.92
3671,2024/12,663976000,-92760000,-100223000,-41058000,2346044000,12.23
3672,2024/09,-410771000,62969000,266580000,-2589000,766132000,-11.68
3673,2024/12,6530722000,-4308408000,-1834711000,-5117949000,4305936000,36.19
3674,2024/09,1003532000,-206780000,431870000,-214031000,4497678000,20.73
3675,2024/06,1570971000,-1243905000,451126000,-233000000,7376961000,6
3676,2025/03,3119272000,-5080000,-2555521000,-735972000,7593742000,7.85
3677,2023/09,1171903000,-190345000,-477939000,-125478000,4141310000,7.65
3678,2025/02,3931000000,137000000,-1534000000,-559000000,13591000000,3.86
3679,2025/03,7331000000,-2449000000,-3838000000,-160000000,14295000000,28.81
3680,2024/12,295595000,-432910000,-193110000,-403000000,3301684000,6.93
3681,2024/12,815786000,-473127000,-759595000,-1273988000,1006735000,7.8
3682,2025/03,345000000,-261000000,-134000000,-252299000,2506709000,13.79
3683,2024/12,1151000000,-1261000000,-299000000,-1102000000,1526000000,7.25
3686,2025/03,-463000000,16000000,24000000,-4907000,587872000,-23.41
3687,2024/09,1656074000,-167222000,-1240826000,-170208000,4856480000,20.71
3688,2024/12,2576000000,-756000000,-1203000000,-1980000000,14349000000,10.61
3690,2024/09,386259000,-489394000,53967000,-514814000,1324920000,10.62
3691,2024/09,-17129000,-167400000,540539000,-82902000,801217000,-2.04
3692,2025/03,641000000,-477000000,-79000000,-46249000,2162980000,21.09
3694,2025/03,2111000000,-1966000000,-312000000,-1639286000,1734795000,19.95
3695,2024/12,237505000,-221000000,-195902000,-124543000,1188490000,4.73
3696,2024/12,722005000,-518911000,3266062000,-584041000,11520793000,2.61
3697,2024/08,9088000000,-9946000000,4154000000,-5712000000,20844000000,8.21
3698,2024/09,328334000,-9122000,-77866000,-112702000,3629500000,10.37
3708,2025/03,8773000000,-9366000000,-1495000000,-10095000000,10599000000,9.25
3710,2024/09,29363000,-164877000,-107039000,-111839000,2967251000,1
3712,2024/09,1205646000,-839940000,-302429000,-805301000,2718910000,33.37
3719,2024/12,-867762000,114226000,328335000,-330543000,255382000,-60.99
3723,2024/09,848360000,-1865000,-204878000,-1865000,9543028000,33.6
3726,2024/09,-361105000,-50123000,708376000,-252000,786592000,-15.99
3727,2024/12,316586000,-1059146000,258594000,-776000,1323558000,8.54
3733,2024/10,7204000000,-2157000000,-626000000,-201000000,15129000000,18.75
3738,2024/03,8411000000,-4143000000,-7826000000,-4402000000,43022000000,1.87
3739,2025/03,273000000,-104000000,-31000000,-205570000,763809000,11.08
3741,2025/03,-250488000,-40965000,-445434000,-39027000,2231686000,-2.43
3744,2024/12,865527000,298009000,-127982000,-97000000,3677914000,4.21
3747,2024/09,81478000,-124252000,73315000,-31000000,1024922000,4.41
3750,2025/03,-987000000,22000000,171000000,-8086000,255980000,-809.02
3753,2025/03,-75000000,-349000000,331000000,-349330000,453606000,-2.45
3758,2024/12,-327000000,-464000000,20000000,-93000000,7684000000,-1.71
3760,2024/05,569085000,-703911000,31760000,-91349000,6334610000,4.64
3762,2025/03,6836640000,-5955263000,-799026000,-690671000,27325233000,10.54
3763,2025/03,1474495000,-316975000,-531286000,-274039000,3460655000,19.49
3765,2024/12,17132000000,-47588000000,-12217000000,-6447000000,68171000000,16.54
3766,2025/03,122000000,-271000000,-141000000,-129244000,2939886000,1.27
3768,2025/03,226009000,-1020855000,199668000,-931408000,1125736000,6.06
3769,2024/09,49472425000,-5231449000,-3728583000,-5699599000,174053848000,67.05
3770,2024/04,302076000,-67305000,-169473000,-72952000,4700113000,6.91
